passenger_count,trip_distance,trip_duration_minutes,pickup_hour,pickup_dayofweek,PULocationID,DOLocationID,high_revenue_trip
1,4.45,20.366666666666667,0,5,163,7,1
1,2.8,18.533333333333335,0,5,161,236,1
1,1.34,7.716666666666667,0,5,163,141,0
1,2.05,12.466666666666667,0,5,137,158,0
1,2.89,12.483333333333333,0,5,209,90,0
1,3.5,15.133333333333333,0,5,107,262,0
1,9.1,28.733333333333334,0,5,237,70,1
3,1.22,9.883333333333333,0,5,161,50,0
1,10.14,38.166666666666664,0,5,138,218,1
1,9.8,24.116666666666667,0,5,138,230,1
1,1.4,12.383333333333333,0,5,234,48,0
1,1.7,10.2,0,5,230,229,0
1,3.67,15.066666666666666,0,5,137,239,0
2,1.6,7.15,0,5,230,68,0
3,0.6,3.1333333333333333,0,5,164,90,0
1,1.13,19.5,0,5,161,164,0
1,1.05,6.416666666666667,0,5,234,158,0
1,6.45,27.583333333333332,0,5,249,61,1
1,1.5,6.9,0,5,170,79,0
1,5.5,22.766666666666666,0,5,209,246,1
1,0.85,4.716666666666667,0,5,239,239,0
1,1.75,6.533333333333333,0,5,161,236,0
1,0.87,5.3,0,5,249,113,0
1,1.66,8.033333333333333,0,5,164,141,0
1,1.93,11.0,0,5,186,224,0
1,2.28,12.616666666666667,0,5,163,90,0
1,4.0,21.383333333333333,0,5,186,262,1
1,4.49,11.55,0,5,148,263,0
4,1.88,11.85,0,5,239,151,0
5,2.11,11.1,0,5,163,68,0
5,1.13,4.45,0,5,246,186,0
5,3.7,16.383333333333333,0,5,48,145,1
1,1.1,5.95,0,5,79,224,0
1,0.84,4.05,0,5,90,79,0
1,0.84,4.05,0,5,90,79,0
1,1.13,7.05,0,5,239,236,0
1,2.36,15.166666666666666,0,5,164,125,0
2,3.12,12.966666666666667,0,5,48,211,0
1,2.27,11.333333333333334,0,5,68,125,0
1,0.77,3.783333333333333,0,5,158,113,0
2,9.56,17.45,23,4,246,127,1
2,1.49,6.466666666666667,0,5,249,107,0
1,2.4,13.216666666666667,0,5,234,50,0
1,3.53,10.366666666666667,0,5,48,151,0
1,0.64,3.716666666666667,0,5,234,186,0
1,1.96,11.933333333333334,0,5,170,68,0
1,1.96,11.933333333333334,0,5,170,68,0
1,0.7,5.7,0,5,161,48,0
2,1.61,7.066666666666666,0,5,263,238,0
2,0.96,3.9166666666666665,0,5,237,237,0
1,1.8,6.95,0,5,164,114,0
1,1.45,8.0,0,5,230,107,0
1,5.14,22.416666666666668,0,5,79,106,1
1,1.24,8.3,0,5,48,229,0
1,3.32,11.75,0,5,107,236,0
1,3.19,10.916666666666666,0,5,263,145,0
6,19.09,37.43333333333333,0,5,132,26,1
1,5.58,16.35,0,5,249,75,1
1,0.92,5.0,0,5,113,79,0
1,4.24,10.85,0,5,79,263,0
1,9.2,13.883333333333333,0,5,138,162,1
1,2.0,12.116666666666667,0,5,249,209,0
1,1.15,5.4,0,5,249,186,0
1,0.82,3.9,0,5,166,116,0
1,0.99,3.8,0,5,107,162,0
1,0.02,0.1,0,5,107,107,0
1,0.02,0.1,0,5,107,107,1
1,3.45,11.95,0,5,107,263,0
1,1.35,6.25,0,5,249,68,0
1,3.01,17.116666666666667,0,5,246,4,0
2,1.49,8.216666666666667,0,5,230,90,0
1,1.65,7.616666666666666,0,5,246,234,0
2,21.57,42.416666666666664,0,5,132,261,1
1,0.49,2.433333333333333,0,5,79,79,0
1,1.0,6.65,0,5,100,161,0
1,2.34,6.583333333333333,0,5,107,141,0
2,0.98,2.55,0,5,79,170,0
2,2.11,7.616666666666666,0,5,170,236,0
1,3.46,9.933333333333334,0,5,263,107,0
1,10.02,29.416666666666668,0,5,48,127,1
1,5.91,16.416666666666668,0,5,230,87,1
1,4.4,15.133333333333333,0,5,161,232,0
1,10.14,22.633333333333333,0,5,138,239,1
1,3.4,14.516666666666667,0,5,161,4,0
1,0.9,5.333333333333333,0,5,79,107,0
1,1.91,7.316666666666666,0,5,237,75,0
1,1.6,6.816666666666666,0,5,164,163,0
1,1.0,6.833333333333333,0,5,163,230,0
1,18.84,78.2,0,5,138,265,1
1,0.99,4.116666666666666,0,5,249,125,0
2,0.58,7.466666666666667,0,5,163,48,0
2,1.51,5.0,0,5,79,137,0
1,2.42,10.916666666666666,0,5,114,100,0
1,1.21,7.416666666666667,0,5,231,79,0
1,0.64,4.916666666666667,0,5,246,68,0
1,4.91,14.1,0,5,246,87,1
1,0.8,5.833333333333333,0,5,148,79,0
1,2.23,11.35,0,5,249,87,0
1,2.43,10.933333333333334,0,5,261,90,0
1,1.93,7.616666666666666,0,5,90,163,0
1,4.1,18.566666666666666,0,5,249,238,1
1,1.0,5.566666666666666,0,5,48,164,0
2,3.13,15.416666666666666,0,5,234,143,0
2,3.13,15.416666666666666,0,5,234,143,0
2,1.35,5.8,0,5,144,79,0
1,2.61,12.083333333333334,0,5,48,79,0
2,3.49,19.016666666666666,0,5,263,230,0
1,5.65,18.05,0,5,231,262,1
1,1.95,8.25,0,5,237,239,0
1,0.41,1.6666666666666667,0,5,68,48,0
1,3.38,17.433333333333334,0,5,249,239,0
1,2.36,12.716666666666667,0,5,48,237,0
1,0.45,1.65,0,5,229,233,0
1,8.83,25.816666666666666,0,5,186,243,1
1,2.29,13.933333333333334,0,5,158,107,0
1,3.0,27.733333333333334,0,5,158,43,1
1,1.41,6.683333333333334,0,5,237,143,0
1,2.43,8.066666666666666,0,5,162,249,0
1,1.45,6.0,0,5,113,137,0
1,3.42,18.3,0,5,4,65,0
1,0.82,3.8333333333333335,0,5,236,236,0
1,1.03,3.8333333333333335,23,4,43,236,0
1,2.38,9.216666666666667,0,5,234,231,0
1,2.21,11.8,0,5,148,164,0
1,3.8,20.95,0,5,186,112,1
1,6.18,19.933333333333334,0,5,238,113,1
2,0.74,6.366666666666666,0,5,249,114,0
3,4.47,17.3,0,5,249,239,1
1,9.6,29.033333333333335,0,5,100,61,1
1,0.41,1.95,0,5,170,170,0
2,2.29,12.3,0,5,249,48,0
2,0.9,3.3333333333333335,0,5,48,68,0
1,6.1,24.683333333333334,0,5,237,157,1
1,4.01,15.233333333333333,0,5,90,238,0
1,3.52,13.233333333333333,0,5,143,116,0
1,2.11,7.25,0,5,137,141,0
1,4.51,16.066666666666666,0,5,255,40,0
2,8.6,14.0,0,5,138,170,1
1,2.21,10.8,0,5,162,143,0
2,3.18,14.883333333333333,0,5,142,90,0
1,2.75,10.483333333333333,0,5,230,236,0
1,2.51,15.0,0,5,68,163,0
1,2.73,10.25,0,5,48,125,0
1,1.31,6.833333333333333,0,5,41,42,0
1,5.41,17.583333333333332,0,5,230,25,1
1,1.3,6.85,0,5,231,148,0
1,0.48,1.6666666666666667,0,5,7,7,0
1,7.7,14.75,0,5,138,140,1
2,2.66,15.85,0,5,211,162,0
1,1.14,7.633333333333334,0,5,164,230,0
4,1.59,15.4,0,5,114,158,0
1,3.0,13.15,0,5,186,239,0
1,0.5,2.066666666666667,0,5,161,162,0
1,2.3,8.366666666666667,0,5,163,107,0
1,0.3,1.4666666666666666,0,5,164,164,0
1,9.2,18.233333333333334,0,5,138,141,1
1,0.9,5.616666666666666,0,5,233,161,0
1,2.6,13.166666666666666,0,5,186,4,0
1,0.83,4.2,0,5,148,4,0
1,1.56,5.883333333333334,0,5,113,125,0
1,2.8,12.983333333333333,0,5,48,79,0
1,1.55,6.9,0,5,249,164,0
1,1.03,9.666666666666666,0,5,161,48,0
1,4.17,14.283333333333333,0,5,4,141,1
1,1.18,7.55,0,5,186,163,0
1,1.02,4.483333333333333,0,5,166,116,0
2,1.53,13.3,0,5,170,68,0
1,1.74,7.516666666666667,0,5,249,209,0
3,2.3,9.3,0,5,141,224,0
1,2.55,7.066666666666666,0,5,233,263,0
1,1.19,6.65,0,5,164,246,0
2,0.52,2.0166666666666666,0,5,107,137,0
1,17.63,39.38333333333333,0,5,132,230,1
1,0.69,4.55,0,5,144,45,0
1,2.51,12.25,0,5,249,161,0
1,3.86,11.366666666666667,0,5,87,79,0
1,2.0,11.933333333333334,0,5,114,87,0
1,4.09,10.683333333333334,0,5,261,107,0
3,3.05,12.616666666666667,0,5,237,68,0
3,3.56,22.233333333333334,0,5,68,4,0
2,1.11,7.083333333333333,0,5,100,230,0
1,3.78,15.116666666666667,0,5,48,75,0
1,2.18,8.533333333333333,0,5,142,151,0
1,2.31,7.65,0,5,79,162,0
1,0.68,3.5833333333333335,0,5,230,163,0
1,3.79,18.05,0,5,107,141,0
2,0.72,2.316666666666667,0,5,79,148,0
1,2.23,10.883333333333333,0,5,234,237,0
1,1.82,8.283333333333333,0,5,163,234,0
1,16.94,34.083333333333336,0,5,132,141,1
1,5.0,20.633333333333333,0,5,249,37,1
1,3.64,17.116666666666667,0,5,230,231,0
1,1.21,9.216666666666667,0,5,211,209,0
1,0.88,4.85,0,5,211,231,0
1,1.21,4.833333333333333,0,5,158,90,0
1,2.0,9.016666666666667,0,5,158,48,0
1,1.47,6.5,0,5,48,246,0
1,0.65,4.483333333333333,0,5,211,125,0
1,1.9,8.533333333333333,0,5,237,239,0
1,1.15,7.866666666666666,0,5,234,79,0
1,2.88,13.966666666666667,0,5,158,230,0
1,2.68,8.916666666666666,0,5,114,230,0
1,1.59,9.6,0,5,186,233,0
2,0.75,7.0,0,5,114,79,0
2,1.06,5.083333333333333,0,5,79,137,0
1,1.6,5.583333333333333,0,5,229,164,0
1,0.92,3.933333333333333,0,5,107,137,0
1,1.94,11.866666666666667,0,5,231,79,0
1,2.0,10.15,0,5,249,231,0
1,7.06,26.95,0,5,249,262,1
3,0.7,3.45,0,5,230,48,0
1,4.44,22.366666666666667,0,5,246,262,1
1,1.33,5.733333333333333,0,5,162,170,0
1,2.56,9.333333333333334,0,5,144,100,0
1,12.46,41.45,0,5,230,61,1
1,1.27,5.983333333333333,0,5,234,114,0
1,0.36,1.25,0,5,114,113,0
1,1.21,7.833333333333333,0,5,161,140,0
1,0.93,5.0,0,5,186,161,0
2,6.1,25.733333333333334,0,5,114,188,1
1,4.8,20.533333333333335,0,5,79,61,1
1,2.19,20.566666666666666,0,5,48,113,0
1,2.64,13.116666666666667,0,5,161,151,0
1,11.95,23.3,0,5,138,181,1
1,2.38,9.6,0,5,42,75,0
1,1.16,4.016666666666667,0,5,186,249,0
2,0.75,4.683333333333334,0,5,230,68,0
1,0.6,5.183333333333334,0,5,249,113,0
1,1.06,6.033333333333333,0,5,113,90,0
6,1.16,3.3,0,5,249,68,0
1,9.5,17.483333333333334,0,5,132,77,1
1,2.6,11.95,0,5,43,113,0
1,1.04,5.416666666666667,0,5,164,230,0
1,2.0,8.133333333333333,0,5,148,170,0
1,1.39,6.983333333333333,0,5,79,231,0
1,1.07,4.933333333333334,0,5,114,234,0
1,3.85,16.45,0,5,48,41,1
2,1.55,6.7,23,4,238,166,0
2,2.03,10.25,0,5,166,143,0
4,2.35,13.333333333333334,0,5,114,170,0
1,0.9,7.45,0,5,164,233,0
2,1.1,5.566666666666666,0,5,229,164,0
1,12.75,16.033333333333335,0,5,138,51,1
1,2.16,12.5,0,5,142,263,0
1,1.49,9.95,0,5,161,68,0
2,19.16,43.833333333333336,0,5,132,230,1
1,6.45,30.233333333333334,0,5,249,141,1
2,4.92,26.333333333333332,0,5,163,42,1
1,0.36,1.6833333333333333,0,5,74,74,0
1,10.0,19.883333333333333,0,5,138,79,1
1,4.3,12.766666666666667,0,5,148,36,0
1,1.3,5.65,0,5,234,170,0
1,1.31,5.55,0,5,237,141,0
1,4.18,16.05,0,5,4,80,1
1,2.9,13.8,0,5,231,52,0
1,4.06,17.816666666666666,0,5,114,255,1
4,2.2,11.516666666666667,0,5,114,162,0
1,2.45,10.366666666666667,0,5,148,162,0
1,9.87,20.85,0,5,138,68,1
1,3.0,15.766666666666667,0,5,158,162,0
1,1.5,10.7,0,5,162,163,0
1,19.3,40.55,0,5,132,152,1
2,10.64,22.216666666666665,0,5,234,133,1
1,0.8,6.516666666666667,0,5,170,161,0
3,3.58,19.216666666666665,0,5,113,142,0
1,10.31,22.7,0,5,132,56,1
2,1.23,8.033333333333333,0,5,158,144,0
1,1.28,9.316666666666666,0,5,237,143,0
4,0.54,3.566666666666667,0,5,237,230,0
1,2.26,11.45,0,5,230,90,0
1,7.04,15.383333333333333,0,5,87,141,1
1,1.63,13.683333333333334,0,5,140,236,0
3,1.56,10.65,0,5,230,234,0
1,1.06,4.233333333333333,0,5,162,170,0
1,1.07,4.35,0,5,237,236,0
1,6.1,23.716666666666665,0,5,249,62,1
1,1.62,7.616666666666666,0,5,239,230,0
1,2.05,8.266666666666667,0,5,68,144,0
4,1.79,9.333333333333334,0,5,100,158,0
1,1.61,12.433333333333334,0,5,48,229,0
1,1.17,6.133333333333334,0,5,186,234,0
1,1.72,7.583333333333333,0,5,234,79,0
1,2.38,11.733333333333333,0,5,107,48,0
1,1.01,6.3,0,5,186,48,0
2,1.2,5.666666666666667,0,5,142,48,0
5,1.63,8.666666666666666,0,5,263,238,0
1,0.42,3.8333333333333335,0,5,229,229,0
1,0.42,3.8333333333333335,0,5,229,229,0
1,2.97,12.733333333333333,0,5,107,87,0
1,2.52,11.066666666666666,0,5,125,107,0
1,1.5,8.7,0,5,234,164,0
1,0.65,2.9,0,5,113,234,0
1,1.76,7.066666666666666,0,5,114,48,0
1,3.67,16.283333333333335,0,5,48,79,0
1,0.3,1.4333333333333333,0,5,79,114,0
1,1.24,5.683333333333334,0,5,114,232,0
1,0.89,3.4833333333333334,0,5,229,137,0
1,6.3,21.833333333333332,0,5,90,62,1
1,0.9,4.783333333333333,0,5,107,170,0
1,1.3,7.333333333333333,0,5,163,237,0
1,2.9,11.783333333333333,0,5,237,41,0
1,2.9,5.983333333333333,0,5,74,223,0
1,0.8,4.516666666666667,0,5,230,48,0
1,1.66,5.433333333333334,0,5,141,263,0
2,1.5,7.7,0,5,211,113,0
2,2.2,9.733333333333333,0,5,164,141,0
1,0.88,3.55,0,5,48,142,0
2,7.2,15.483333333333333,0,5,48,244,1
1,3.11,12.95,0,5,48,107,0
1,1.4,6.266666666666667,0,5,161,48,0
4,4.08,23.683333333333334,0,5,230,45,1
1,11.8,39.516666666666666,0,5,181,41,1
1,1.52,8.15,0,5,164,246,0
1,1.26,10.15,0,5,142,230,0
5,1.92,6.75,0,5,48,158,0
1,5.84,24.533333333333335,0,5,234,166,1
1,3.1,15.183333333333334,0,5,162,7,0
1,1.3,6.25,0,5,246,234,0
1,0.58,3.3833333333333333,0,5,48,48,0
1,6.33,13.133333333333333,0,5,138,146,1
1,0.86,4.133333333333334,0,5,186,234,0
1,3.04,15.95,0,5,186,231,0
1,2.3,16.0,0,5,100,230,0
1,2.3,16.0,0,5,100,230,0
1,3.28,25.15,0,5,161,79,1
2,0.69,4.133333333333334,0,5,249,79,0
1,2.2,8.666666666666666,0,5,231,68,0
1,0.78,4.466666666666667,0,5,113,148,0
1,3.51,16.0,0,5,162,231,0
1,4.43,19.2,0,5,114,236,1
1,25.51,31.333333333333332,0,5,132,257,1
1,1.1,7.033333333333333,0,5,163,237,0
1,4.42,12.666666666666666,0,5,209,137,1
1,6.28,23.016666666666666,0,5,211,36,1
1,4.35,15.566666666666666,0,5,234,262,1
2,4.15,11.783333333333333,0,5,132,132,0
1,6.71,21.683333333333334,0,5,4,190,1
1,0.83,6.15,0,5,164,234,0
1,0.83,6.133333333333334,0,5,161,230,0
2,17.38,34.93333333333333,0,5,132,113,1
1,2.09,11.566666666666666,0,5,234,48,0
1,3.38,9.116666666666667,0,5,256,261,1
2,1.97,8.433333333333334,0,5,246,125,0
1,3.1,13.316666666666666,0,5,230,151,0
1,2.6,9.433333333333334,0,5,230,239,0
1,3.5,15.033333333333333,0,5,239,233,0
1,2.9,9.583333333333334,0,5,229,79,0
1,0.6,4.316666666666666,0,5,148,79,0
1,2.32,8.25,0,5,163,246,0
1,1.7,5.816666666666666,0,5,125,186,0
1,1.43,5.983333333333333,0,5,142,50,0
1,1.9,11.716666666666667,0,5,186,229,0
2,1.13,7.7,0,5,158,249,0
1,0.26,2.75,0,5,237,237,0
1,2.29,9.683333333333334,0,5,237,164,0
1,2.29,9.683333333333334,0,5,237,164,0
1,0.38,2.75,0,5,162,229,0
1,1.65,9.85,0,5,249,87,0
1,4.9,18.016666666666666,0,5,249,112,1
4,1.9,14.333333333333334,0,5,80,225,0
1,0.53,5.383333333333334,0,5,79,79,0
1,1.26,10.833333333333334,0,5,114,249,0
1,1.77,11.5,0,5,211,232,0
1,8.58,17.683333333333334,0,5,138,140,1
1,2.01,11.75,0,5,151,263,0
1,1.64,9.016666666666667,0,5,229,186,0
1,1.64,9.016666666666667,0,5,229,186,0
1,2.04,6.866666666666666,0,5,162,140,0
1,2.69,13.85,0,5,114,13,0
1,8.5,28.683333333333334,0,5,142,196,1
1,2.4,7.183333333333334,0,5,148,162,0
1,4.58,18.9,0,5,148,50,0
1,1.36,6.516666666666667,0,5,237,239,0
1,2.72,11.266666666666667,0,5,186,231,0
1,0.3,1.7833333333333334,0,5,68,48,0
2,1.49,14.95,0,5,186,137,0
1,1.75,9.383333333333333,0,5,114,186,0
1,1.52,8.4,0,5,249,45,0
1,1.52,8.4,0,5,249,45,0
3,4.29,15.9,0,5,141,249,1
1,0.7,2.5833333333333335,0,5,107,164,0
1,1.07,3.9166666666666665,0,5,90,246,0
2,0.91,3.9,0,5,90,68,0
1,6.6,25.433333333333334,0,5,246,255,1
1,6.3,15.466666666666667,0,5,48,244,1
2,1.59,11.1,0,5,113,234,0
1,1.62,9.383333333333333,0,5,230,170,0
1,1.42,6.333333333333333,0,5,186,234,0
1,10.62,22.533333333333335,0,5,138,163,1
1,1.7,8.116666666666667,0,5,237,239,0
1,2.2,6.883333333333334,0,5,170,141,0
1,18.46,37.083333333333336,0,5,132,48,1
1,1.13,5.833333333333333,0,5,107,162,0
1,1.0,7.383333333333334,0,5,231,261,0
1,1.0,9.133333333333333,0,5,231,87,0
1,3.14,12.133333333333333,0,5,158,48,0
1,1.24,10.916666666666666,0,5,48,162,0
1,1.3,4.8,0,5,114,90,0
1,0.6,4.833333333333333,0,5,234,90,0
1,1.5,6.683333333333334,0,5,249,100,0
1,2.58,11.433333333333334,0,5,142,68,0
